run_dir,fold_id,model,base_model_1,base_model_2,alpha_model_1,long_threshold,short_threshold,accuracy,macro_f1,auc,brier,trade_rate,hit_rate,downstream_sharpe,downstream_mdd,downstream_total_return,cost_bps
icaif_real_news_costaware_main_20260805_022944_722327_seed123,4,ens_cgcma_timesnet,cgcma,timesnet_lite,0.05,0.52,0.4699999999999998,0.5558659217877095,0.5520598072004721,0.6430689515247995,0.24411651239701737,0.6480446927374302,0.5387931034482759,1.312012295574827,0.07182313621997727,0.10369051533869508,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,0,ens_cgcma_price,cgcma,price_only,0.8500000000000001,0.6100000000000001,0.43999999999999984,0.5013192612137203,0.347533816095095,0.43610053739364085,0.2549486640313475,0.06596306068601583,0.28,-2.748512370384236,0.037112014295392945,-0.03544104045967715,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,1,ens_cgcma_price,cgcma,price_only,0.9500000000000001,0.55,0.29,0.5308310991957105,0.5082084548214784,0.5830679405520169,0.2659220156370482,0.045576407506702415,0.7058823529411765,1.6309302999412203,0.008216932361677065,0.032886719185122704,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,2,ens_cgcma_price,cgcma,price_only,0.5,0.6700000000000002,0.4699999999999998,0.5323076923076923,0.522317629767154,0.5200410708853057,0.2543681927076562,0.3169230769230769,0.5048543689320388,0.6838515152872675,0.09285428714698156,0.06219373204795599,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,3,ens_cgcma_price,cgcma,price_only,0.2,0.52,0.4699999999999998,0.6266233766233766,0.6169278522219699,0.6548177083333333,0.24643737978868877,0.05519480519480519,0.6470588235294118,2.045297562106933,0.010819982270296454,0.0481258659064127,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,4,ens_cgcma_price,cgcma,price_only,0.05,0.52,0.4699999999999998,0.5111731843575419,0.3710028814393141,0.6415706838967444,0.24824424721465646,0.4553072625698324,0.5337423312883436,-0.23459692118231731,0.126768991892843,-0.01771846493915296,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,0,ens_cgcma_early,cgcma,early_fusion,0.8500000000000001,0.6100000000000001,0.43999999999999984,0.49340369393139843,0.35209060474392767,0.4344771607702642,0.253927796235778,0.036939313984168866,0.14285714285714285,-2.78542984651096,0.027882353476863075,-0.028225919377854757,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,1,ens_cgcma_early,cgcma,early_fusion,1.0,0.55,0.29,0.5227882037533512,0.49533292794162365,0.5849846661948572,0.2669216263869478,0.05361930294906166,0.75,1.772978960917904,0.008216932361677023,0.04094017666633899,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,2,ens_cgcma_early,cgcma,early_fusion,0.5,0.7000000000000002,0.4699999999999998,0.5415384615384615,0.528522330078182,0.5219805293580773,0.25539049278428244,0.2953846153846154,0.4791666666666667,0.1943631904824437,0.08014893131341636,0.0163436404874423,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,3,ens_cgcma_early,cgcma,early_fusion,0.25,0.5800000000000001,0.4699999999999998,0.5941558441558441,0.5938090163847947,0.6455295138888889,0.24564705146436944,0.36038961038961037,0.46846846846846846,0.3221508119969958,0.05470088677090865,0.012784244933872091,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,4,ens_cgcma_early,cgcma,early_fusion,0.35000000000000003,0.52,0.4699999999999998,0.5418994413407822,0.5079780101903997,0.6437556575209914,0.24672419102520265,0.16201117318435754,0.6206896551724138,1.8393157676890644,0.03992434920178063,0.09520735023288508,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,0,ens_cgcma_priceweb,cgcma,price_web,1.0,0.6100000000000001,0.40999999999999986,0.503957783641161,0.3531483767884378,0.42997089117778775,0.2540987125313999,0.06068601583113457,0.21739130434782608,-3.1853738739054047,0.05093498338355229,-0.052139910630773154,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,1,ens_cgcma_priceweb,cgcma,price_web,0.35000000000000003,0.5800000000000001,0.29,0.514745308310992,0.5146197148670315,0.5518105685303137,0.27076723642050177,0.13404825737265416,0.52,0.4589143761808166,0.034090103302985786,0.015164443945875995,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,2,ens_cgcma_priceweb,cgcma,price_web,0.5,0.6700000000000002,0.4699999999999998,0.5323076923076923,0.5254745254745254,0.5237678734408275,0.25623295694395654,0.3415384615384615,0.5045045045045045,0.40692594020373046,0.09355267470265237,0.03837571950355889,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,3,ens_cgcma_priceweb,cgcma,price_web,0.05,0.5800000000000001,0.4699999999999998,0.5681818181818182,0.5671551897209396,0.6493489583333333,0.24534186308071348,0.35714285714285715,0.5,1.2092607180443944,0.04946860126855475,0.04293688320628516,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,4,ens_cgcma_priceweb,cgcma,price_web,0.0,0.52,0.43999999999999984,0.553072625698324,0.5448911488955983,0.6372943783750039,0.24376948688680794,0.30446927374301674,0.5871559633027523,1.8310855529104526,0.030434054987375694,0.09018838074988228,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,0,ens_cgcma_textweb,cgcma,text_web_mlp,1.0,0.6100000000000001,0.40999999999999986,0.503957783641161,0.3531483767884378,0.42997089117778775,0.2540987125313999,0.06068601583113457,0.21739130434782608,-3.1853738739054047,0.05093498338355229,-0.052139910630773154,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,1,ens_cgcma_textweb,cgcma,text_web_mlp,0.8500000000000001,0.5800000000000001,0.3499999999999999,0.5254691689008043,0.5001173593391534,0.5859577730596839,0.26234871036021534,0.1903485254691689,0.4507042253521127,-1.2112611156800526,0.10617948599550761,-0.06015771454667457,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,2,ens_cgcma_textweb,cgcma,text_web_mlp,0.30000000000000004,0.6100000000000001,0.4699999999999998,0.49230769230769234,0.48,0.49836477030727105,0.2537460535049406,0.3384615384615385,0.44545454545454544,-0.3484847373193655,0.08919953457595346,-0.03265602210507531,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,3,ens_cgcma_textweb,cgcma,text_web_mlp,0.7000000000000001,0.6400000000000001,0.4699999999999998,0.5681818181818182,0.5268817204301075,0.56171875,0.24388944017451797,0.11038961038961038,0.5882352941176471,1.4449519714396977,0.02197314366129253,0.03621723890246321,5.0
icaif_real_news_costaware_main_20260805_022944_722327_seed123,4,ens_cgcma_textweb,cgcma,text_web_mlp,0.45,0.52,0.40999999999999986,0.5865921787709497,0.5769672968829842,0.6323001529481537,0.24433195446874462,0.15921787709497207,0.6491228070175439,2.44061664599734,0.022262104657166326,0.10728301450153037,5.0
